image,condition,replicate,cell_id,pair,pearson_r,manders_m1,manders_m2
MAX_40deg_rep1.tif,40deg,1,9,Tif6_vs_Nsr1,0.817411146699603,0.6418299978353701,0.9068316815958325
MAX_40deg_rep1.tif,40deg,1,10,Tif6_vs_Nsr1,0.5893031207000604,0.7141804714378428,0.9809634529632775
MAX_40deg_rep1.tif,40deg,1,11,Tif6_vs_Nsr1,0.2915613105156526,0.0,
MAX_40deg_rep1.tif,40deg,1,12,Tif6_vs_Nsr1,0.5547033938197323,0.6396598342782381,0.9838743250358144
MAX_40deg_rep1.tif,40deg,1,13,Tif6_vs_Nsr1,0.77053804897021,0.9031866845098695,0.8083883008937783
MAX_40deg_rep1.tif,40deg,1,14,Tif6_vs_Nsr1,0.9260351697636712,0.8376775015332358,0.9873783176636991
MAX_40deg_rep1.tif,40deg,1,15,Tif6_vs_Nsr1,0.36927015083771336,0.6578518111848982,0.9794658196583105
MAX_40deg_rep1.tif,40deg,1,16,Tif6_vs_Nsr1,0.6269711578675097,0.5356768277365873,1.0
MAX_40deg_rep1.tif,40deg,1,17,Tif6_vs_Nsr1,0.20682339666015986,,
MAX_40deg_rep1.tif,40deg,1,18,Tif6_vs_Nsr1,0.6489661870454857,0.5402782308803654,0.7366631972228406
MAX_40deg_rep1.tif,40deg,1,19,Tif6_vs_Nsr1,0.38838616142322296,0.0,
MAX_40deg_rep1.tif,40deg,1,20,Tif6_vs_Nsr1,0.5615888774920598,0.5557282903207968,1.0
MAX_40deg_rep1.tif,40deg,1,21,Tif6_vs_Nsr1,0.36412536716417054,,
MAX_40deg_rep1.tif,40deg,1,22,Tif6_vs_Nsr1,0.14109828217292636,,0.0
MAX_40deg_rep1.tif,40deg,1,23,Tif6_vs_Nsr1,0.3973752643627732,,0.0
MAX_40deg_rep1.tif,40deg,1,24,Tif6_vs_Nsr1,0.8709381957774508,0.7973627107327658,0.9725930854728785
MAX_40deg_rep1.tif,40deg,1,25,Tif6_vs_Nsr1,0.8342765564043573,0.5029085784521489,0.9951190225569773
MAX_40deg_rep1.tif,40deg,1,26,Tif6_vs_Nsr1,0.7853486102688507,0.9178139842481813,0.9495002804702249
MAX_40deg_rep1.tif,40deg,1,27,Tif6_vs_Nsr1,0.7779215041606574,0.6470562018780064,0.9991152837640019
MAX_40deg_rep1.tif,40deg,1,28,Tif6_vs_Nsr1,0.21921871777180674,,0.0
MAX_40deg_rep1.tif,40deg,1,29,Tif6_vs_Nsr1,0.8507880526670097,0.8824292172257912,0.9645898007290714
MAX_40deg_rep1.tif,40deg,1,30,Tif6_vs_Nsr1,0.38194584898296663,,0.0
